session_uid,package,source_run,session_id,artifact_dir,frida_trace_path,agent_log_path,faithfulness_verdict,judge_version,inclusion_status,inclusion_reason,quality_tag,meaningful_event_count,coverage_gap,human_label,notes
cat.naval.atalaya__bulk_llm_benign_v6__f99b827f9bd9_llm_s1,cat.naval.atalaya,bulk_llm_benign_v6,f99b827f9bd9_llm_s1,logs/bulk_llm_benign_v6/f99b827f9bd9_cat.naval.atalaya/dynamic/llm/session_1,logs/bulk_llm_benign_v6/f99b827f9bd9_cat.naval.atalaya/dynamic/llm/session_1/cat.naval.atalaya_frida.jsonl,logs/bulk_llm_benign_v6/f99b827f9bd9_cat.naval.atalaya/dynamic/llm/session_1/cat.naval.atalaya_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,2,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · View,,flailing: mechanical_majority: 66/67 successful actions are back/wait/swipe/scroll (99%); named_functional_taps=0; dominant_screen: hash 5510e58c29fa… on 67/67 steps (100%); named_functional_taps=0
cat.naval.florae__bulk_llm_benign_v6__f7415d4c5521_llm_s1,cat.naval.florae,bulk_llm_benign_v6,f7415d4c5521_llm_s1,logs/bulk_llm_benign_v6/f7415d4c5521_cat.naval.florae/dynamic/llm/session_1,logs/bulk_llm_benign_v6/f7415d4c5521_cat.naval.florae/dynamic/llm/session_1/cat.naval.florae_frida.jsonl,logs/bulk_llm_benign_v6/f7415d4c5521_cat.naval.florae/dynamic/llm/session_1/cat.naval.florae_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,16,"Core flows from expected use largely touched; residual: Interact with discovered UI: Dismiss View · Close Button · View licenses Button · About Florae Button · At night
9:00 PM",,
cc.echonet.coolmicapp__bulk_llm_benign_v6__1266fdc2dbbf_llm_s1,cc.echonet.coolmicapp,bulk_llm_benign_v6,1266fdc2dbbf_llm_s1,logs/bulk_llm_benign_v6/1266fdc2dbbf_cc.echonet.coolmicapp/dynamic/llm/session_1,logs/bulk_llm_benign_v6/1266fdc2dbbf_cc.echonet.coolmicapp/dynamic/llm/session_1/cc.echonet.coolmicapp_frida.jsonl,logs/bulk_llm_benign_v6/1266fdc2dbbf_cc.echonet.coolmicapp/dynamic/llm/session_1/cc.echonet.coolmicapp_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,2868,Core flows from expected use largely touched; residual: Interact with discovered UI: Cool Mic Logo imageView1 ImageView · Start Livestream start_ · OK button1 Button · More Inf,,flailing: same_element_cycle: screen hash 4cec2ab0fd8b… dominates (96%) and top named target repeated 54/73 times
cc.kafuu.bilidownload__bulk_llm_benign_v6__64de55f0293d_llm_s1,cc.kafuu.bilidownload,bulk_llm_benign_v6,64de55f0293d_llm_s1,logs/bulk_llm_benign_v6/64de55f0293d_cc.kafuu.bilidownload/dynamic/llm/session_1,logs/bulk_llm_benign_v6/64de55f0293d_cc.kafuu.bilidownload/dynamic/llm/session_1/cc.kafuu.bilidownload_frida.jsonl,logs/bulk_llm_benign_v6/64de55f0293d_cc.kafuu.bilidownload/dynamic/llm/session_1/cc.kafuu.bilidownload_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,9,deeper planned goals beyond early steps (8 planned),,flailing: same_element_cycle: screen hash ecd7403bbb8d… dominates (86%) and top named target repeated 42/50 times
cc.polysfaer.stochapop__bulk_llm_benign_v6__fcf6e2200df2_llm_s1,cc.polysfaer.stochapop,bulk_llm_benign_v6,fcf6e2200df2_llm_s1,logs/bulk_llm_benign_v6/fcf6e2200df2_cc.polysfaer.stochapop/dynamic/llm/session_1,logs/bulk_llm_benign_v6/fcf6e2200df2_cc.polysfaer.stochapop/dynamic/llm/session_1/cc.polysfaer.stochapop_frida.jsonl,logs/bulk_llm_benign_v6/fcf6e2200df2_cc.polysfaer.stochapop/dynamic/llm/session_1/cc.polysfaer.stochapop_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,7,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · View · View · View,,flailing: mechanical_majority: 60/61 successful actions are back/wait/swipe/scroll (98%); named_functional_taps=0; dominant_screen: hash cba7d917c540… on 61/61 steps (100%); named_functional_taps=0
cf.playhi.freezeyou__bulk_llm_benign_v6__86b80fef253c_llm_s1,cf.playhi.freezeyou,bulk_llm_benign_v6,86b80fef253c_llm_s1,logs/bulk_llm_benign_v6/86b80fef253c_cf.playhi.freezeyou/dynamic/llm/session_1,logs/bulk_llm_benign_v6/86b80fef253c_cf.playhi.freezeyou/dynamic/llm/session_1/cf.playhi.freezeyou_frida.jsonl,logs/bulk_llm_benign_v6/86b80fef253c_cf.playhi.freezeyou/dynamic/llm/session_1/cf.playhi.freezeyou_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,300,deeper planned goals beyond early steps (10 planned),,
cf.theonewiththebraid.guerrilla_mail__bulk_llm_benign_v6__b0da3329a6ec_llm_s1,cf.theonewiththebraid.guerrilla_mail,bulk_llm_benign_v6,b0da3329a6ec_llm_s1,logs/bulk_llm_benign_v6/b0da3329a6ec_cf.theonewiththebraid.guerrilla_mail/dynamic/llm/session_1,logs/bulk_llm_benign_v6/b0da3329a6ec_cf.theonewiththebraid.guerrilla_mail/dynamic/llm/session_1/cf.theonewiththebraid.guerrilla_mail_frida.jsonl,logs/bulk_llm_benign_v6/b0da3329a6ec_cf.theonewiththebraid.guerrilla_mail/dynamic/llm/session_1/cf.theonewiththebraid.guerrilla_mail_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,0,Core flows from expected use largely touched; residual: Interact with discovered UI: Reload Button · http://www.guerrillamail.com Button · https: · Cancel Button · Launch Butto,,
ch.bailu.aat__bulk_llm_benign_v6__f10bae02e75b_llm_s1,ch.bailu.aat,bulk_llm_benign_v6,f10bae02e75b_llm_s1,logs/bulk_llm_benign_v6/f10bae02e75b_ch.bailu.aat/dynamic/llm/session_1,logs/bulk_llm_benign_v6/f10bae02e75b_ch.bailu.aat/dynamic/llm/session_1/ch.bailu.aat_frida.jsonl,logs/bulk_llm_benign_v6/f10bae02e75b_ch.bailu.aat/dynamic/llm/session_1/ch.bailu.aat_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,825,deeper planned goals beyond early steps (6 planned),,flailing: same_element_cycle: screen hash 71ca5ea44ae5… dominates (100%) and top named target repeated 34/46 times
ch.bubendorf.locusaddon.gsakdatabase__bulk_llm_benign_v6__3eae0c6f3334_llm_s1,ch.bubendorf.locusaddon.gsakdatabase,bulk_llm_benign_v6,3eae0c6f3334_llm_s1,logs/bulk_llm_benign_v6/3eae0c6f3334_ch.bubendorf.locusaddon.gsakdatabase/dynamic/llm/session_1,logs/bulk_llm_benign_v6/3eae0c6f3334_ch.bubendorf.locusaddon.gsakdatabase/dynamic/llm/session_1/ch.bubendorf.locusaddon.gsakdatabase_frida.jsonl,logs/bulk_llm_benign_v6/3eae0c6f3334_ch.bubendorf.locusaddon.gsakdatabase/dynamic/llm/session_1/ch.bubendorf.locusaddon.gsakdatabase_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,375,Core flows from expected use largely touched; residual: Interact with discovered UI: LinearLayout · LinearLayout · LinearLayout · LinearLayout · ,PARTIAL,flailing: mechanical_majority: 63/64 successful actions are back/wait/swipe/scroll (98%); named_functional_taps=0; dominant_screen: hash 4272d140de35… on 55/64 steps (86%); named_functional_taps=0 | human_label=PARTIAL vs judge=FAITHFUL
ch.famoser.mensa__bulk_llm_benign_v6__ef32499a74ab_llm_s1,ch.famoser.mensa,bulk_llm_benign_v6,ef32499a74ab_llm_s1,logs/bulk_llm_benign_v6/ef32499a74ab_ch.famoser.mensa/dynamic/llm/session_1,logs/bulk_llm_benign_v6/ef32499a74ab_ch.famoser.mensa/dynamic/llm/session_1/ch.famoser.mensa_frida.jsonl,logs/bulk_llm_benign_v6/ef32499a74ab_ch.famoser.mensa/dynamic/llm/session_1/ch.famoser.mensa_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,76,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · View · View · View · View · View · View · View,FAILED,flailing: mechanical_majority: 68/69 successful actions are back/wait/swipe/scroll (99%); named_functional_taps=0 | human_label=FAILED vs judge=FAITHFUL
ch.hgdev.toposuite__bulk_llm_benign_v6__05e3f19e2717_llm_s1,ch.hgdev.toposuite,bulk_llm_benign_v6,05e3f19e2717_llm_s1,logs/bulk_llm_benign_v6/05e3f19e2717_ch.hgdev.toposuite/dynamic/llm/session_1,logs/bulk_llm_benign_v6/05e3f19e2717_ch.hgdev.toposuite/dynamic/llm/session_1/ch.hgdev.toposuite_frida.jsonl,logs/bulk_llm_benign_v6/05e3f19e2717_ch.hgdev.toposuite/dynamic/llm/session_1/ch.hgdev.toposuite_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,74,deeper planned goals beyond early steps (6 planned),FAITHFUL,
ch.joshuah.bibleverseapp__bulk_llm_benign_v6__18aff8885c8c_llm_s1,ch.joshuah.bibleverseapp,bulk_llm_benign_v6,18aff8885c8c_llm_s1,logs/bulk_llm_benign_v6/18aff8885c8c_ch.joshuah.bibleverseapp/dynamic/llm/session_1,logs/bulk_llm_benign_v6/18aff8885c8c_ch.joshuah.bibleverseapp/dynamic/llm/session_1/ch.joshuah.bibleverseapp_frida.jsonl,logs/bulk_llm_benign_v6/18aff8885c8c_ch.joshuah.bibleverseapp/dynamic/llm/session_1/ch.joshuah.bibleverseapp_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,97,deeper planned goals beyond early steps (9 planned),,
ch.logixisland.anuto__bulk_llm_benign_v6__3b57a70201d6_llm_s1,ch.logixisland.anuto,bulk_llm_benign_v6,3b57a70201d6_llm_s1,logs/bulk_llm_benign_v6/3b57a70201d6_ch.logixisland.anuto/dynamic/llm/session_1,logs/bulk_llm_benign_v6/3b57a70201d6_ch.logixisland.anuto/dynamic/llm/session_1/ch.logixisland.anuto_frida.jsonl,logs/bulk_llm_benign_v6/3b57a70201d6_ch.logixisland.anuto/dynamic/llm/session_1/ch.logixisland.anuto_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,10,deeper planned goals beyond early steps (6 planned),,
ch.mydoli.focal__bulk_llm_benign_v6__bbf18ac3b134_llm_s1,ch.mydoli.focal,bulk_llm_benign_v6,bbf18ac3b134_llm_s1,logs/bulk_llm_benign_v6/bbf18ac3b134_ch.mydoli.focal/dynamic/llm/session_1,logs/bulk_llm_benign_v6/bbf18ac3b134_ch.mydoli.focal/dynamic/llm/session_1/ch.mydoli.focal_frida.jsonl,logs/bulk_llm_benign_v6/bbf18ac3b134_ch.mydoli.focal/dynamic/llm/session_1/ch.mydoli.focal_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,50,Core flows from expected use largely touched; residual: Interact with discovered UI: Pick date calendar_pick Button · Today calendar_today Button · Calendar navigation_calendar,FAITHFUL,
ch.nilsgrob.android.bluemoon__bulk_llm_benign_v6__28f526f1e2e2_llm_s1,ch.nilsgrob.android.bluemoon,bulk_llm_benign_v6,28f526f1e2e2_llm_s1,logs/bulk_llm_benign_v6/28f526f1e2e2_ch.nilsgrob.android.bluemoon/dynamic/llm/session_1,logs/bulk_llm_benign_v6/28f526f1e2e2_ch.nilsgrob.android.bluemoon/dynamic/llm/session_1/ch.nilsgrob.android.bluemoon_frida.jsonl,logs/bulk_llm_benign_v6/28f526f1e2e2_ch.nilsgrob.android.bluemoon/dynamic/llm/session_1/ch.nilsgrob.android.bluemoon_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,2,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · View,,flailing: mechanical_majority: 62/63 successful actions are back/wait/swipe/scroll (98%); named_functional_taps=0; dominant_screen: hash d8027454f07f… on 54/63 steps (86%); named_functional_taps=0
ch.protonvpn.android__bulk_llm_benign_v6__0d50d7d9c132_llm_s1,ch.protonvpn.android,bulk_llm_benign_v6,0d50d7d9c132_llm_s1,logs/bulk_llm_benign_v6/0d50d7d9c132_ch.protonvpn.android/dynamic/llm/session_1,logs/bulk_llm_benign_v6/0d50d7d9c132_ch.protonvpn.android/dynamic/llm/session_1/ch.protonvpn.android_frida.jsonl,logs/bulk_llm_benign_v6/0d50d7d9c132_ch.protonvpn.android/dynamic/llm/session_1/ch.protonvpn.android_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,7239,"Core flows from expected use largely touched; residual: Open app, configure or use security feature (connect/browse settings); login may gate full use",FAITHFUL,
ch.rmy.android.http_shortcuts__bulk_llm_benign_v6__a1ede260d0a6_llm_s1,ch.rmy.android.http_shortcuts,bulk_llm_benign_v6,a1ede260d0a6_llm_s1,logs/bulk_llm_benign_v6/a1ede260d0a6_ch.rmy.android.http_shortcuts/dynamic/llm/session_1,logs/bulk_llm_benign_v6/a1ede260d0a6_ch.rmy.android.http_shortcuts/dynamic/llm/session_1/ch.rmy.android.http_shortcuts_frida.jsonl,logs/bulk_llm_benign_v6/a1ede260d0a6_ch.rmy.android.http_shortcuts/dynamic/llm/session_1/ch.rmy.android.http_shortcuts_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,177,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · View,,flailing: mechanical_majority: 68/69 successful actions are back/wait/swipe/scroll (99%); named_functional_taps=0; dominant_screen: hash e4bcdd6515c6… on 69/69 steps (100%); named_functional_taps=0
ch.rmy.android.statusbar_tacho__bulk_llm_benign_v6__ee1abcd9f921_llm_s1,ch.rmy.android.statusbar_tacho,bulk_llm_benign_v6,ee1abcd9f921_llm_s1,logs/bulk_llm_benign_v6/ee1abcd9f921_ch.rmy.android.statusbar_tacho/dynamic/llm/session_1,logs/bulk_llm_benign_v6/ee1abcd9f921_ch.rmy.android.statusbar_tacho/dynamic/llm/session_1/ch.rmy.android.statusbar_tacho_frida.jsonl,logs/bulk_llm_benign_v6/ee1abcd9f921_ch.rmy.android.statusbar_tacho/dynamic/llm/session_1/ch.rmy.android.statusbar_tacho_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,179,deeper planned goals beyond early steps (5 planned),FAITHFUL,flailing: mechanical_majority: 65/68 successful actions are back/wait/swipe/scroll (96%); named_functional_taps=2
ch.seto.kanjirecog__bulk_llm_benign_v6__ec28bb80618b_llm_s1,ch.seto.kanjirecog,bulk_llm_benign_v6,ec28bb80618b_llm_s1,logs/bulk_llm_benign_v6/ec28bb80618b_ch.seto.kanjirecog/dynamic/llm/session_1,logs/bulk_llm_benign_v6/ec28bb80618b_ch.seto.kanjirecog/dynamic/llm/session_1/ch.seto.kanjirecog_frida.jsonl,logs/bulk_llm_benign_v6/ec28bb80618b_ch.seto.kanjirecog/dynamic/llm/session_1/ch.seto.kanjirecog_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,0,deeper planned goals beyond early steps (6 planned),,
ch.thgoebel.spartathlonapp__bulk_llm_benign_v6__6f2aeef67134_llm_s1,ch.thgoebel.spartathlonapp,bulk_llm_benign_v6,6f2aeef67134_llm_s1,logs/bulk_llm_benign_v6/6f2aeef67134_ch.thgoebel.spartathlonapp/dynamic/llm/session_1,logs/bulk_llm_benign_v6/6f2aeef67134_ch.thgoebel.spartathlonapp/dynamic/llm/session_1/ch.thgoebel.spartathlonapp_frida.jsonl,logs/bulk_llm_benign_v6/6f2aeef67134_ch.thgoebel.spartathlonapp/dynamic/llm/session_1/ch.thgoebel.spartathlonapp_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,112,deeper planned goals beyond early steps (5 planned),,
ch.threema.app.libre__bulk_llm_benign_v6__a133cb2cd7ff_llm_s1,ch.threema.app.libre,bulk_llm_benign_v6,a133cb2cd7ff_llm_s1,logs/bulk_llm_benign_v6/a133cb2cd7ff_ch.threema.app.libre/dynamic/llm/session_1,logs/bulk_llm_benign_v6/a133cb2cd7ff_ch.threema.app.libre/dynamic/llm/session_1/ch.threema.app.libre_frida.jsonl,logs/bulk_llm_benign_v6/a133cb2cd7ff_ch.threema.app.libre/dynamic/llm/session_1/ch.threema.app.libre_llm_actions.jsonl,PARTIAL,judge_v1_75pct,INCLUDED,partial,LOW_CONFIDENCE,6,login-gated or secondary flows beyond initial functional screen; deeper planned goals beyond early steps (5 planned),FAILED,human_label=FAILED vs judge=PARTIAL
ch.tiim.markdown_widget__bulk_llm_benign_v6__8a82a04a34ce_llm_s1,ch.tiim.markdown_widget,bulk_llm_benign_v6,8a82a04a34ce_llm_s1,logs/bulk_llm_benign_v6/8a82a04a34ce_ch.tiim.markdown_widget/dynamic/llm/session_1,logs/bulk_llm_benign_v6/8a82a04a34ce_ch.tiim.markdown_widget/dynamic/llm/session_1/ch.tiim.markdown_widget_frida.jsonl,logs/bulk_llm_benign_v6/8a82a04a34ce_ch.tiim.markdown_widget/dynamic/llm/session_1/ch.tiim.markdown_widget_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,0,Core flows from expected use largely touched; residual: Interact with discovered UI: BUY ME A COFFEE coffee Button,,flailing: same_element_cycle: screen hash 61784b0752cb… dominates (89%) and top named target repeated 55/55 times
chat.simplex.app__bulk_llm_benign_v6__ef6196059026_llm_s1,chat.simplex.app,bulk_llm_benign_v6,ef6196059026_llm_s1,logs/bulk_llm_benign_v6/ef6196059026_chat.simplex.app/dynamic/llm/session_1,logs/bulk_llm_benign_v6/ef6196059026_chat.simplex.app/dynamic/llm/session_1/chat.simplex.app_frida.jsonl,logs/bulk_llm_benign_v6/ef6196059026_chat.simplex.app/dynamic/llm/session_1/chat.simplex.app_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,711,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · View,,flailing: mechanical_majority: 62/63 successful actions are back/wait/swipe/scroll (98%); named_functional_taps=0; dominant_screen: hash 103aa07d13f3… on 63/63 steps (100%); named_functional_taps=0
cityfreqs.com.pilfershushjammer__bulk_llm_benign_v6__c7c04de887f3_llm_s1,cityfreqs.com.pilfershushjammer,bulk_llm_benign_v6,c7c04de887f3_llm_s1,logs/bulk_llm_benign_v6/c7c04de887f3_cityfreqs.com.pilfershushjammer/dynamic/llm/session_1,logs/bulk_llm_benign_v6/c7c04de887f3_cityfreqs.com.pilfershushjammer/dynamic/llm/session_1/cityfreqs.com.pilfershushjammer_frida.jsonl,logs/bulk_llm_benign_v6/c7c04de887f3_cityfreqs.com.pilfershushjammer/dynamic/llm/session_1/cityfreqs.com.pilfershushjammer_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,12,deeper planned goals beyond early steps (8 planned),,
click.dummer.yidkey__bulk_llm_benign_v6__2c4327c4ee6d_llm_s1,click.dummer.yidkey,bulk_llm_benign_v6,2c4327c4ee6d_llm_s1,logs/bulk_llm_benign_v6/2c4327c4ee6d_click.dummer.yidkey/dynamic/llm/session_1,logs/bulk_llm_benign_v6/2c4327c4ee6d_click.dummer.yidkey/dynamic/llm/session_1/click.dummer.yidkey_frida.jsonl,logs/bulk_llm_benign_v6/2c4327c4ee6d_click.dummer.yidkey/dynamic/llm/session_1/click.dummer.yidkey_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,0,Core flows from expected use largely touched; residual: Interact with discovered UI: For some letters you have to EditText,FAILED,flailing: dominant_screen: hash ab28fcbbac02… on 57/57 steps (100%); named_functional_taps=0 | human_label=FAILED vs judge=FAITHFUL
cloud.valetudo.companion__bulk_llm_benign_v6__d517cbc65c67_llm_s1,cloud.valetudo.companion,bulk_llm_benign_v6,d517cbc65c67_llm_s1,logs/bulk_llm_benign_v6/d517cbc65c67_cloud.valetudo.companion/dynamic/llm/session_1,logs/bulk_llm_benign_v6/d517cbc65c67_cloud.valetudo.companion/dynamic/llm/session_1/cloud.valetudo.companion_frida.jsonl,logs/bulk_llm_benign_v6/d517cbc65c67_cloud.valetudo.companion/dynamic/llm/session_1/cloud.valetudo.companion_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,0,Core flows from expected use largely touched; residual: Interact with discovered UI: Provision new Valetudo Insta enterProvisioningActivityButton · USE THE APP wizard_page_1_ne,,flailing: same_element_cycle: screen hash 430ad58315ff… dominates (89%) and top named target repeated 70/75 times
cn.a10miaomiao.bilidown__bulk_llm_benign_v6__0956c3bdf636_llm_s1,cn.a10miaomiao.bilidown,bulk_llm_benign_v6,0956c3bdf636_llm_s1,logs/bulk_llm_benign_v6/0956c3bdf636_cn.a10miaomiao.bilidown/dynamic/llm/session_1,logs/bulk_llm_benign_v6/0956c3bdf636_cn.a10miaomiao.bilidown/dynamic/llm/session_1/cn.a10miaomiao.bilidown_frida.jsonl,logs/bulk_llm_benign_v6/0956c3bdf636_cn.a10miaomiao.bilidown/dynamic/llm/session_1/cn.a10miaomiao.bilidown_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,2,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · View · View · Button,,flailing: mechanical_majority: 66/67 successful actions are back/wait/swipe/scroll (99%); named_functional_taps=0; dominant_screen: hash 7a5e0d626513… on 67/67 steps (100%); named_functional_taps=0
cn.super12138.todo__bulk_llm_benign_v6__b69426426d6a_llm_s1,cn.super12138.todo,bulk_llm_benign_v6,b69426426d6a_llm_s1,logs/bulk_llm_benign_v6/b69426426d6a_cn.super12138.todo/dynamic/llm/session_1,logs/bulk_llm_benign_v6/b69426426d6a_cn.super12138.todo/dynamic/llm/session_1/cn.super12138.todo_frida.jsonl,logs/bulk_llm_benign_v6/b69426426d6a_cn.super12138.todo/dynamic/llm/session_1/cn.super12138.todo_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,0,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · View · View · View,,flailing: mechanical_majority: 71/72 successful actions are back/wait/swipe/scroll (99%); named_functional_taps=0; dominant_screen: hash 935451ab3593… on 72/72 steps (100%); named_functional_taps=0
co.adityarajput.alarmetrics__bulk_llm_benign_v6__1cbb519ce0ed_llm_s1,co.adityarajput.alarmetrics,bulk_llm_benign_v6,1cbb519ce0ed_llm_s1,logs/bulk_llm_benign_v6/1cbb519ce0ed_co.adityarajput.alarmetrics/dynamic/llm/session_1,logs/bulk_llm_benign_v6/1cbb519ce0ed_co.adityarajput.alarmetrics/dynamic/llm/session_1/co.adityarajput.alarmetrics_frida.jsonl,logs/bulk_llm_benign_v6/1cbb519ce0ed_co.adityarajput.alarmetrics/dynamic/llm/session_1/co.adityarajput.alarmetrics_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,27,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View,,flailing: mechanical_majority: 61/62 successful actions are back/wait/swipe/scroll (98%); named_functional_taps=0; dominant_screen: hash d6abf6f92ccf… on 62/62 steps (100%); named_functional_taps=0
co.adityarajput.fileflow__bulk_llm_benign_v6__771b41532831_llm_s1,co.adityarajput.fileflow,bulk_llm_benign_v6,771b41532831_llm_s1,logs/bulk_llm_benign_v6/771b41532831_co.adityarajput.fileflow/dynamic/llm/session_1,logs/bulk_llm_benign_v6/771b41532831_co.adityarajput.fileflow/dynamic/llm/session_1/co.adityarajput.fileflow_frida.jsonl,logs/bulk_llm_benign_v6/771b41532831_co.adityarajput.fileflow/dynamic/llm/session_1/co.adityarajput.fileflow_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,177,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · View · View,,flailing: mechanical_majority: 63/64 successful actions are back/wait/swipe/scroll (98%); named_functional_taps=0; dominant_screen: hash e4dff85330ce… on 64/64 steps (100%); named_functional_taps=0
co.adityarajput.notifilter__bulk_llm_benign_v6__8968b066b32f_llm_s1,co.adityarajput.notifilter,bulk_llm_benign_v6,8968b066b32f_llm_s1,logs/bulk_llm_benign_v6/8968b066b32f_co.adityarajput.notifilter/dynamic/llm/session_1,logs/bulk_llm_benign_v6/8968b066b32f_co.adityarajput.notifilter/dynamic/llm/session_1/co.adityarajput.notifilter_frida.jsonl,logs/bulk_llm_benign_v6/8968b066b32f_co.adityarajput.notifilter/dynamic/llm/session_1/co.adityarajput.notifilter_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,102,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View,,flailing: mechanical_majority: 66/67 successful actions are back/wait/swipe/scroll (99%); named_functional_taps=0; dominant_screen: hash f2b84c95750b… on 67/67 steps (100%); named_functional_taps=0
co.appreactor.news__bulk_llm_benign_v6__a89627096da5_llm_s1,co.appreactor.news,bulk_llm_benign_v6,a89627096da5_llm_s1,logs/bulk_llm_benign_v6/a89627096da5_co.appreactor.news/dynamic/llm/session_1,logs/bulk_llm_benign_v6/a89627096da5_co.appreactor.news/dynamic/llm/session_1/co.appreactor.news_frida.jsonl,logs/bulk_llm_benign_v6/a89627096da5_co.appreactor.news/dynamic/llm/session_1/co.appreactor.news_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,4,deeper planned goals beyond early steps (9 planned),,
co.ec.cnsyn.codecatcher__bulk_llm_benign_v6__166d4cb9b0f7_llm_s1,co.ec.cnsyn.codecatcher,bulk_llm_benign_v6,166d4cb9b0f7_llm_s1,logs/bulk_llm_benign_v6/166d4cb9b0f7_co.ec.cnsyn.codecatcher/dynamic/llm/session_1,logs/bulk_llm_benign_v6/166d4cb9b0f7_co.ec.cnsyn.codecatcher/dynamic/llm/session_1/co.ec.cnsyn.codecatcher_frida.jsonl,logs/bulk_llm_benign_v6/166d4cb9b0f7_co.ec.cnsyn.codecatcher/dynamic/llm/session_1/co.ec.cnsyn.codecatcher_llm_actions.jsonl,PARTIAL,judge_v1_75pct,INCLUDED,partial,LOW_CONFIDENCE,694,login-gated or secondary flows beyond initial functional screen; deeper planned goals beyond early steps (6 planned),,
