session_id,package,app_class,tier,tags,sim_status,faithfulness_verdict,effective_ft,back_wait_ratio,meaningful_frida_22cat,coverage_gap,artifact_dir,frida_trace_path,agent_log_path,named_functional_explore_taps,functional_explore_screens,c0_pass,analyze_status,data_quality_status,session_mode,hook_version
ae450a66e969_llm_s2,au.id.colby.nfcquicksettings,other,volume,FLAILING_SUSPECT|ZERO_MEANINGFUL_FRIDA|EXPLORE_NON_NAVIGABLE,failed:explore_non_navigable,FAILED,0,1.0,0,Core flows from expected use largely touched; residual: General app (au.id.colby.nfcquicksettings),logs/bulk_llm_benign_v2/ae450a66e969_au.id.colby.nfcquicksettings/dynamic/llm/session_2,logs/bulk_llm_benign_v2/ae450a66e969_au.id.colby.nfcquicksettings/dynamic/llm/session_2/au.id.colby.nfcquicksettings_frida.jsonl,logs/bulk_llm_benign_v2/ae450a66e969_au.id.colby.nfcquicksettings/dynamic/llm/session_2/au.id.colby.nfcquicksettings_llm_actions.jsonl,0,0,no,success,weak:low_meaningful_events,identical,3
ae450a66e969_llm_s3,au.id.colby.nfcquicksettings,other,volume,FLAILING_SUSPECT|ZERO_MEANINGFUL_FRIDA|EXPLORE_NON_NAVIGABLE,failed:explore_non_navigable,FAILED,0,1.0,0,Core flows from expected use largely touched; residual: General app (au.id.colby.nfcquicksettings),logs/bulk_llm_benign_v2/ae450a66e969_au.id.colby.nfcquicksettings/dynamic/llm/session_3,logs/bulk_llm_benign_v2/ae450a66e969_au.id.colby.nfcquicksettings/dynamic/llm/session_3/au.id.colby.nfcquicksettings_frida.jsonl,logs/bulk_llm_benign_v2/ae450a66e969_au.id.colby.nfcquicksettings/dynamic/llm/session_3/au.id.colby.nfcquicksettings_llm_actions.jsonl,0,0,no,success,weak:low_meaningful_events,varied,3
5139dd6b3c57_llm_s1,au.id.micolous.farebot,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,success,FAITHFUL,32,0.36,207,deeper planned goals beyond early steps (10 planned),logs/bulk_llm_benign_v2/5139dd6b3c57_au.id.micolous.farebot/dynamic/llm/session_1,logs/bulk_llm_benign_v2/5139dd6b3c57_au.id.micolous.farebot/dynamic/llm/session_1/au.id.micolous.farebot_frida.jsonl,logs/bulk_llm_benign_v2/5139dd6b3c57_au.id.micolous.farebot/dynamic/llm/session_1/au.id.micolous.farebot_llm_actions.jsonl,9,4,yes,success,good,identical,3
5139dd6b3c57_llm_s2,au.id.micolous.farebot,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,success,FAITHFUL,30,0.4118,216,deeper planned goals beyond early steps (8 planned),logs/bulk_llm_benign_v2/5139dd6b3c57_au.id.micolous.farebot/dynamic/llm/session_2,logs/bulk_llm_benign_v2/5139dd6b3c57_au.id.micolous.farebot/dynamic/llm/session_2/au.id.micolous.farebot_frida.jsonl,logs/bulk_llm_benign_v2/5139dd6b3c57_au.id.micolous.farebot/dynamic/llm/session_2/au.id.micolous.farebot_llm_actions.jsonl,6,3,yes,success,good,identical,3
5139dd6b3c57_llm_s3,au.id.micolous.farebot,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,success,FAITHFUL,30,0.4118,216,deeper planned goals beyond early steps (8 planned),logs/bulk_llm_benign_v2/5139dd6b3c57_au.id.micolous.farebot/dynamic/llm/session_3,logs/bulk_llm_benign_v2/5139dd6b3c57_au.id.micolous.farebot/dynamic/llm/session_3/au.id.micolous.farebot_frida.jsonl,logs/bulk_llm_benign_v2/5139dd6b3c57_au.id.micolous.farebot/dynamic/llm/session_3/au.id.micolous.farebot_llm_actions.jsonl,6,3,yes,success,good,varied,3
f57a65044e66_llm_s1,audio.funkwhale.ffa,other,volume,FAITHFUL_VALIDATED,failed:ux_quality_gate,PARTIAL,34,0.0,4,login-gated or secondary flows beyond initial functional screen; deeper planned goals beyond early steps (8 planned),logs/bulk_llm_benign_v2/f57a65044e66_audio.funkwhale.ffa/dynamic/llm/session_1,logs/bulk_llm_benign_v2/f57a65044e66_audio.funkwhale.ffa/dynamic/llm/session_1/audio.funkwhale.ffa_frida.jsonl,logs/bulk_llm_benign_v2/f57a65044e66_audio.funkwhale.ffa/dynamic/llm/session_1/audio.funkwhale.ffa_llm_actions.jsonl,34,0,yes,success,weak:low_meaningful_events,identical,3
f57a65044e66_llm_s2,audio.funkwhale.ffa,other,volume,FAITHFUL_VALIDATED,failed:ux_quality_gate,PARTIAL,34,0.0,4,login-gated or secondary flows beyond initial functional screen; deeper planned goals beyond early steps (8 planned),logs/bulk_llm_benign_v2/f57a65044e66_audio.funkwhale.ffa/dynamic/llm/session_2,logs/bulk_llm_benign_v2/f57a65044e66_audio.funkwhale.ffa/dynamic/llm/session_2/audio.funkwhale.ffa_frida.jsonl,logs/bulk_llm_benign_v2/f57a65044e66_audio.funkwhale.ffa/dynamic/llm/session_2/audio.funkwhale.ffa_llm_actions.jsonl,34,0,yes,success,weak:low_meaningful_events,identical,3
f57a65044e66_llm_s3,audio.funkwhale.ffa,other,volume,FAITHFUL_VALIDATED,failed:ux_quality_gate,PARTIAL,34,0.0,4,login-gated or secondary flows beyond initial functional screen; deeper planned goals beyond early steps (8 planned),logs/bulk_llm_benign_v2/f57a65044e66_audio.funkwhale.ffa/dynamic/llm/session_3,logs/bulk_llm_benign_v2/f57a65044e66_audio.funkwhale.ffa/dynamic/llm/session_3/audio.funkwhale.ffa_frida.jsonl,logs/bulk_llm_benign_v2/f57a65044e66_audio.funkwhale.ffa/dynamic/llm/session_3/audio.funkwhale.ffa_llm_actions.jsonl,34,0,yes,success,weak:low_meaningful_events,varied,3
e706d9fa5abc_llm_s1,audio.omgsoundboard,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,success,FAITHFUL,16,0.3333,4,deeper planned goals beyond early steps (7 planned),logs/bulk_llm_benign_v2/e706d9fa5abc_audio.omgsoundboard/dynamic/llm/session_1,logs/bulk_llm_benign_v2/e706d9fa5abc_audio.omgsoundboard/dynamic/llm/session_1/audio.omgsoundboard_frida.jsonl,logs/bulk_llm_benign_v2/e706d9fa5abc_audio.omgsoundboard/dynamic/llm/session_1/audio.omgsoundboard_llm_actions.jsonl,0,3,yes,success,weak:low_meaningful_events,identical,3
e706d9fa5abc_llm_s2,audio.omgsoundboard,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,success,FAITHFUL,16,0.3333,4,deeper planned goals beyond early steps (7 planned),logs/bulk_llm_benign_v2/e706d9fa5abc_audio.omgsoundboard/dynamic/llm/session_2,logs/bulk_llm_benign_v2/e706d9fa5abc_audio.omgsoundboard/dynamic/llm/session_2/audio.omgsoundboard_frida.jsonl,logs/bulk_llm_benign_v2/e706d9fa5abc_audio.omgsoundboard/dynamic/llm/session_2/audio.omgsoundboard_llm_actions.jsonl,0,3,yes,success,weak:low_meaningful_events,identical,3
e706d9fa5abc_llm_s3,audio.omgsoundboard,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,success,FAITHFUL,16,0.3333,4,deeper planned goals beyond early steps (7 planned),logs/bulk_llm_benign_v2/e706d9fa5abc_audio.omgsoundboard/dynamic/llm/session_3,logs/bulk_llm_benign_v2/e706d9fa5abc_audio.omgsoundboard/dynamic/llm/session_3/audio.omgsoundboard_frida.jsonl,logs/bulk_llm_benign_v2/e706d9fa5abc_audio.omgsoundboard/dynamic/llm/session_3/audio.omgsoundboard_llm_actions.jsonl,0,3,yes,success,weak:low_meaningful_events,varied,3
07be4a7f425f_llm_s1,aws.apps.usbDeviceEnumerator,network_tool,volume,FAITHFUL_VALIDATED|ZERO_MEANINGFUL_FRIDA|UI_MOTION_NO_SIGNAL,success,FAITHFUL,37,0.0,0,deeper planned goals beyond early steps (7 planned),logs/bulk_llm_benign_v2/07be4a7f425f_aws.apps.usbDeviceEnumerator/dynamic/llm/session_1,logs/bulk_llm_benign_v2/07be4a7f425f_aws.apps.usbDeviceEnumerator/dynamic/llm/session_1/aws.apps.usbDeviceEnumerator_frida.jsonl,logs/bulk_llm_benign_v2/07be4a7f425f_aws.apps.usbDeviceEnumerator/dynamic/llm/session_1/aws.apps.usbDeviceEnumerator_llm_actions.jsonl,37,3,yes,success,weak:low_meaningful_events,identical,3
07be4a7f425f_llm_s2,aws.apps.usbDeviceEnumerator,network_tool,volume,FAITHFUL_VALIDATED|ZERO_MEANINGFUL_FRIDA|UI_MOTION_NO_SIGNAL,success,FAITHFUL,37,0.0,0,deeper planned goals beyond early steps (7 planned),logs/bulk_llm_benign_v2/07be4a7f425f_aws.apps.usbDeviceEnumerator/dynamic/llm/session_2,logs/bulk_llm_benign_v2/07be4a7f425f_aws.apps.usbDeviceEnumerator/dynamic/llm/session_2/aws.apps.usbDeviceEnumerator_frida.jsonl,logs/bulk_llm_benign_v2/07be4a7f425f_aws.apps.usbDeviceEnumerator/dynamic/llm/session_2/aws.apps.usbDeviceEnumerator_llm_actions.jsonl,37,3,yes,success,weak:low_meaningful_events,identical,3
07be4a7f425f_llm_s3,aws.apps.usbDeviceEnumerator,network_tool,volume,FAITHFUL_VALIDATED|ZERO_MEANINGFUL_FRIDA|UI_MOTION_NO_SIGNAL,success,FAITHFUL,37,0.0,0,deeper planned goals beyond early steps (7 planned),logs/bulk_llm_benign_v2/07be4a7f425f_aws.apps.usbDeviceEnumerator/dynamic/llm/session_3,logs/bulk_llm_benign_v2/07be4a7f425f_aws.apps.usbDeviceEnumerator/dynamic/llm/session_3/aws.apps.usbDeviceEnumerator_frida.jsonl,logs/bulk_llm_benign_v2/07be4a7f425f_aws.apps.usbDeviceEnumerator/dynamic/llm/session_3/aws.apps.usbDeviceEnumerator_llm_actions.jsonl,37,3,yes,success,weak:low_meaningful_events,varied,3
75250aeebf69_llm_s1,axp.tool.apkextractor,network_tool,volume,FAITHFUL_VALIDATED|ZERO_MEANINGFUL_FRIDA|UI_MOTION_NO_SIGNAL,failed:ux_quality_gate,FAITHFUL,51,0.0,0,deeper planned goals beyond early steps (10 planned),logs/bulk_llm_benign_v2/75250aeebf69_axp.tool.apkextractor/dynamic/llm/session_1,logs/bulk_llm_benign_v2/75250aeebf69_axp.tool.apkextractor/dynamic/llm/session_1/axp.tool.apkextractor_frida.jsonl,logs/bulk_llm_benign_v2/75250aeebf69_axp.tool.apkextractor/dynamic/llm/session_1/axp.tool.apkextractor_llm_actions.jsonl,51,2,yes,success,weak:low_meaningful_events,identical,3
75250aeebf69_llm_s2,axp.tool.apkextractor,network_tool,volume,FAITHFUL_VALIDATED|ZERO_MEANINGFUL_FRIDA|UI_MOTION_NO_SIGNAL,failed:ux_quality_gate,FAITHFUL,51,0.0,0,deeper planned goals beyond early steps (10 planned),logs/bulk_llm_benign_v2/75250aeebf69_axp.tool.apkextractor/dynamic/llm/session_2,logs/bulk_llm_benign_v2/75250aeebf69_axp.tool.apkextractor/dynamic/llm/session_2/axp.tool.apkextractor_frida.jsonl,logs/bulk_llm_benign_v2/75250aeebf69_axp.tool.apkextractor/dynamic/llm/session_2/axp.tool.apkextractor_llm_actions.jsonl,51,2,yes,success,weak:low_meaningful_events,identical,3
75250aeebf69_llm_s3,axp.tool.apkextractor,network_tool,volume,FAITHFUL_VALIDATED|ZERO_MEANINGFUL_FRIDA|UI_MOTION_NO_SIGNAL,failed:ux_quality_gate,FAITHFUL,51,0.0,0,deeper planned goals beyond early steps (10 planned),logs/bulk_llm_benign_v2/75250aeebf69_axp.tool.apkextractor/dynamic/llm/session_3,logs/bulk_llm_benign_v2/75250aeebf69_axp.tool.apkextractor/dynamic/llm/session_3/axp.tool.apkextractor_frida.jsonl,logs/bulk_llm_benign_v2/75250aeebf69_axp.tool.apkextractor/dynamic/llm/session_3/axp.tool.apkextractor_llm_actions.jsonl,51,2,yes,success,weak:low_meaningful_events,varied,3
75dd71ae0f0a_llm_s1,barilyuk.batterytemperature,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,36,0.0,692,"Core flows from expected use largely touched; residual: Interact with discovered UI: 🚫 ☠ ❌ 
 KILL APP 
 & 
 EXIT exitButton Button · START LOGGIN · OPEN SETTINGS button1 Button",logs/bulk_llm_benign_v2/75dd71ae0f0a_barilyuk.batterytemperature/dynamic/llm/session_1,logs/bulk_llm_benign_v2/75dd71ae0f0a_barilyuk.batterytemperature/dynamic/llm/session_1/barilyuk.batterytemperature_frida.jsonl,logs/bulk_llm_benign_v2/75dd71ae0f0a_barilyuk.batterytemperature/dynamic/llm/session_1/barilyuk.batterytemperature_llm_actions.jsonl,36,17,yes,success,good,identical,3
75dd71ae0f0a_llm_s2,barilyuk.batterytemperature,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,36,0.0,696,"Core flows from expected use largely touched; residual: Interact with discovered UI: 🚫 ☠ ❌ 
 KILL APP 
 & 
 EXIT exitButton Button · START LOGGIN · OPEN SETTINGS button1 Button",logs/bulk_llm_benign_v2/75dd71ae0f0a_barilyuk.batterytemperature/dynamic/llm/session_2,logs/bulk_llm_benign_v2/75dd71ae0f0a_barilyuk.batterytemperature/dynamic/llm/session_2/barilyuk.batterytemperature_frida.jsonl,logs/bulk_llm_benign_v2/75dd71ae0f0a_barilyuk.batterytemperature/dynamic/llm/session_2/barilyuk.batterytemperature_llm_actions.jsonl,36,17,yes,success,good,identical,3
75dd71ae0f0a_llm_s3,barilyuk.batterytemperature,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,34,0.0,703,deeper planned goals beyond early steps (9 planned),logs/bulk_llm_benign_v2/75dd71ae0f0a_barilyuk.batterytemperature/dynamic/llm/session_3,logs/bulk_llm_benign_v2/75dd71ae0f0a_barilyuk.batterytemperature/dynamic/llm/session_3/barilyuk.batterytemperature_frida.jsonl,logs/bulk_llm_benign_v2/75dd71ae0f0a_barilyuk.batterytemperature/dynamic/llm/session_3/barilyuk.batterytemperature_llm_actions.jsonl,34,17,yes,success,good,varied,3
3a908b177d9c_llm_s1,be.bhasher.mobileinpact,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT|ZERO_MEANINGFUL_FRIDA|UI_MOTION_NO_SIGNAL,failed:ux_quality_gate,FAITHFUL,32,0.0,0,deeper planned goals beyond early steps (8 planned),logs/bulk_llm_benign_v2/3a908b177d9c_be.bhasher.mobileinpact/dynamic/llm/session_1,logs/bulk_llm_benign_v2/3a908b177d9c_be.bhasher.mobileinpact/dynamic/llm/session_1/be.bhasher.mobileinpact_frida.jsonl,logs/bulk_llm_benign_v2/3a908b177d9c_be.bhasher.mobileinpact/dynamic/llm/session_1/be.bhasher.mobileinpact_llm_actions.jsonl,15,2,yes,success,weak:low_meaningful_events,identical,3
3a908b177d9c_llm_s2,be.bhasher.mobileinpact,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT|ZERO_MEANINGFUL_FRIDA|UI_MOTION_NO_SIGNAL,failed:ux_quality_gate,FAITHFUL,32,0.0,0,deeper planned goals beyond early steps (8 planned),logs/bulk_llm_benign_v2/3a908b177d9c_be.bhasher.mobileinpact/dynamic/llm/session_2,logs/bulk_llm_benign_v2/3a908b177d9c_be.bhasher.mobileinpact/dynamic/llm/session_2/be.bhasher.mobileinpact_frida.jsonl,logs/bulk_llm_benign_v2/3a908b177d9c_be.bhasher.mobileinpact/dynamic/llm/session_2/be.bhasher.mobileinpact_llm_actions.jsonl,15,2,yes,success,weak:low_meaningful_events,identical,3
3a908b177d9c_llm_s3,be.bhasher.mobileinpact,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT|ZERO_MEANINGFUL_FRIDA|UI_MOTION_NO_SIGNAL,failed:ux_quality_gate,FAITHFUL,32,0.0,0,deeper planned goals beyond early steps (8 planned),logs/bulk_llm_benign_v2/3a908b177d9c_be.bhasher.mobileinpact/dynamic/llm/session_3,logs/bulk_llm_benign_v2/3a908b177d9c_be.bhasher.mobileinpact/dynamic/llm/session_3/be.bhasher.mobileinpact_frida.jsonl,logs/bulk_llm_benign_v2/3a908b177d9c_be.bhasher.mobileinpact/dynamic/llm/session_3/be.bhasher.mobileinpact_llm_actions.jsonl,15,2,yes,success,weak:low_meaningful_events,varied,3
08fd97a91840_llm_s1,be.brunoparmentier.dnssetter,network_tool,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,failed:ux_quality_gate,PARTIAL,38,0.0,161,login-gated or secondary flows beyond initial functional screen; deeper planned goals beyond early steps (7 planned),logs/bulk_llm_benign_v2/08fd97a91840_be.brunoparmentier.dnssetter/dynamic/llm/session_1,logs/bulk_llm_benign_v2/08fd97a91840_be.brunoparmentier.dnssetter/dynamic/llm/session_1/be.brunoparmentier.dnssetter_frida.jsonl,logs/bulk_llm_benign_v2/08fd97a91840_be.brunoparmentier.dnssetter/dynamic/llm/session_1/be.brunoparmentier.dnssetter_llm_actions.jsonl,38,1,yes,success,good,identical,3
08fd97a91840_llm_s2,be.brunoparmentier.dnssetter,network_tool,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,failed:ux_quality_gate,PARTIAL,38,0.0,161,login-gated or secondary flows beyond initial functional screen; deeper planned goals beyond early steps (7 planned),logs/bulk_llm_benign_v2/08fd97a91840_be.brunoparmentier.dnssetter/dynamic/llm/session_2,logs/bulk_llm_benign_v2/08fd97a91840_be.brunoparmentier.dnssetter/dynamic/llm/session_2/be.brunoparmentier.dnssetter_frida.jsonl,logs/bulk_llm_benign_v2/08fd97a91840_be.brunoparmentier.dnssetter/dynamic/llm/session_2/be.brunoparmentier.dnssetter_llm_actions.jsonl,38,1,yes,success,good,identical,3
08fd97a91840_llm_s3,be.brunoparmentier.dnssetter,network_tool,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,failed:ux_quality_gate,PARTIAL,37,0.0,161,login-gated or secondary flows beyond initial functional screen; deeper planned goals beyond early steps (7 planned),logs/bulk_llm_benign_v2/08fd97a91840_be.brunoparmentier.dnssetter/dynamic/llm/session_3,logs/bulk_llm_benign_v2/08fd97a91840_be.brunoparmentier.dnssetter/dynamic/llm/session_3/be.brunoparmentier.dnssetter_frida.jsonl,logs/bulk_llm_benign_v2/08fd97a91840_be.brunoparmentier.dnssetter/dynamic/llm/session_3/be.brunoparmentier.dnssetter_llm_actions.jsonl,37,1,yes,success,good,varied,3
681ca602bd5c_llm_s1,be.chvp.nanoledger,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,failed:ux_quality_gate,FAITHFUL,44,0.0,35,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · Go to the settings to config TextView · View · View · View · View · View · Vi,logs/bulk_llm_benign_v2/681ca602bd5c_be.chvp.nanoledger/dynamic/llm/session_1,logs/bulk_llm_benign_v2/681ca602bd5c_be.chvp.nanoledger/dynamic/llm/session_1/be.chvp.nanoledger_frida.jsonl,logs/bulk_llm_benign_v2/681ca602bd5c_be.chvp.nanoledger/dynamic/llm/session_1/be.chvp.nanoledger_llm_actions.jsonl,0,2,yes,success,good,identical,3
681ca602bd5c_llm_s2,be.chvp.nanoledger,other,volume,FAITHFUL_VALIDATED,failed:ux_quality_gate,FAITHFUL,44,0.0,36,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · Go to the settings to config TextView · View · View · View · View · View · Vi,logs/bulk_llm_benign_v2/681ca602bd5c_be.chvp.nanoledger/dynamic/llm/session_2,logs/bulk_llm_benign_v2/681ca602bd5c_be.chvp.nanoledger/dynamic/llm/session_2/be.chvp.nanoledger_frida.jsonl,logs/bulk_llm_benign_v2/681ca602bd5c_be.chvp.nanoledger/dynamic/llm/session_2/be.chvp.nanoledger_llm_actions.jsonl,0,2,yes,success,good,identical,3
681ca602bd5c_llm_s3,be.chvp.nanoledger,other,volume,FAITHFUL_VALIDATED,failed:ux_quality_gate,FAITHFUL,44,0.0,36,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · Go to the settings to config TextView · View · View · View · View · View · Vi,logs/bulk_llm_benign_v2/681ca602bd5c_be.chvp.nanoledger/dynamic/llm/session_3,logs/bulk_llm_benign_v2/681ca602bd5c_be.chvp.nanoledger/dynamic/llm/session_3/be.chvp.nanoledger_frida.jsonl,logs/bulk_llm_benign_v2/681ca602bd5c_be.chvp.nanoledger/dynamic/llm/session_3/be.chvp.nanoledger_llm_actions.jsonl,0,2,yes,success,good,varied,3
37b1a8bb28b9_llm_s1,be.digitalia.fosdem,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,28,0.0968,46,deeper planned goals beyond early steps (6 planned),logs/bulk_llm_benign_v2/37b1a8bb28b9_be.digitalia.fosdem/dynamic/llm/session_1,logs/bulk_llm_benign_v2/37b1a8bb28b9_be.digitalia.fosdem/dynamic/llm/session_1/be.digitalia.fosdem_frida.jsonl,logs/bulk_llm_benign_v2/37b1a8bb28b9_be.digitalia.fosdem/dynamic/llm/session_1/be.digitalia.fosdem_llm_actions.jsonl,24,8,yes,success,good,identical,3
37b1a8bb28b9_llm_s2,be.digitalia.fosdem,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,35,0.0278,56,deeper planned goals beyond early steps (6 planned),logs/bulk_llm_benign_v2/37b1a8bb28b9_be.digitalia.fosdem/dynamic/llm/session_2,logs/bulk_llm_benign_v2/37b1a8bb28b9_be.digitalia.fosdem/dynamic/llm/session_2/be.digitalia.fosdem_frida.jsonl,logs/bulk_llm_benign_v2/37b1a8bb28b9_be.digitalia.fosdem/dynamic/llm/session_2/be.digitalia.fosdem_llm_actions.jsonl,35,7,yes,success,good,identical,3
37b1a8bb28b9_llm_s3,be.digitalia.fosdem,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,28,0.125,44,deeper planned goals beyond early steps (6 planned),logs/bulk_llm_benign_v2/37b1a8bb28b9_be.digitalia.fosdem/dynamic/llm/session_3,logs/bulk_llm_benign_v2/37b1a8bb28b9_be.digitalia.fosdem/dynamic/llm/session_3/be.digitalia.fosdem_frida.jsonl,logs/bulk_llm_benign_v2/37b1a8bb28b9_be.digitalia.fosdem/dynamic/llm/session_3/be.digitalia.fosdem_llm_actions.jsonl,24,8,yes,success,good,varied,3
4bb0adc701ab_llm_s1,be.humanoids.webthingify,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,29,0.0,7,deeper planned goals beyond early steps (9 planned),logs/bulk_llm_benign_v2/4bb0adc701ab_be.humanoids.webthingify/dynamic/llm/session_1,logs/bulk_llm_benign_v2/4bb0adc701ab_be.humanoids.webthingify/dynamic/llm/session_1/be.humanoids.webthingify_frida.jsonl,logs/bulk_llm_benign_v2/4bb0adc701ab_be.humanoids.webthingify/dynamic/llm/session_1/be.humanoids.webthingify_llm_actions.jsonl,29,1,yes,success,weak:low_meaningful_categories,identical,3
4bb0adc701ab_llm_s2,be.humanoids.webthingify,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,failed:ux_quality_gate,FAITHFUL,30,0.0,7,deeper planned goals beyond early steps (7 planned),logs/bulk_llm_benign_v2/4bb0adc701ab_be.humanoids.webthingify/dynamic/llm/session_2,logs/bulk_llm_benign_v2/4bb0adc701ab_be.humanoids.webthingify/dynamic/llm/session_2/be.humanoids.webthingify_frida.jsonl,logs/bulk_llm_benign_v2/4bb0adc701ab_be.humanoids.webthingify/dynamic/llm/session_2/be.humanoids.webthingify_llm_actions.jsonl,30,1,yes,success,weak:low_meaningful_categories,identical,3
4bb0adc701ab_llm_s3,be.humanoids.webthingify,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,failed:ux_quality_gate,FAITHFUL,30,0.0,7,deeper planned goals beyond early steps (7 planned),logs/bulk_llm_benign_v2/4bb0adc701ab_be.humanoids.webthingify/dynamic/llm/session_3,logs/bulk_llm_benign_v2/4bb0adc701ab_be.humanoids.webthingify/dynamic/llm/session_3/be.humanoids.webthingify_frida.jsonl,logs/bulk_llm_benign_v2/4bb0adc701ab_be.humanoids.webthingify/dynamic/llm/session_3/be.humanoids.webthingify_llm_actions.jsonl,30,1,yes,success,weak:low_meaningful_categories,varied,3
6ac82463de9a_llm_s1,be.knars.netflixtoimdb,other,volume,FLAILING_SUSPECT|ZERO_MEANINGFUL_FRIDA|EXPLORE_NON_NAVIGABLE,failed:explore_non_navigable,FAILED,0,1.0,0,Core flows from expected use largely touched; residual: General app (be.knars.netflixtoimdb),logs/bulk_llm_benign_v2/6ac82463de9a_be.knars.netflixtoimdb/dynamic/llm/session_1,logs/bulk_llm_benign_v2/6ac82463de9a_be.knars.netflixtoimdb/dynamic/llm/session_1/be.knars.netflixtoimdb_frida.jsonl,logs/bulk_llm_benign_v2/6ac82463de9a_be.knars.netflixtoimdb/dynamic/llm/session_1/be.knars.netflixtoimdb_llm_actions.jsonl,0,0,no,success,weak:low_meaningful_events,identical,3
6ac82463de9a_llm_s2,be.knars.netflixtoimdb,other,volume,FLAILING_SUSPECT|ZERO_MEANINGFUL_FRIDA|EXPLORE_NON_NAVIGABLE,failed:explore_non_navigable,FAILED,0,1.0,0,Core flows from expected use largely touched; residual: General app (be.knars.netflixtoimdb),logs/bulk_llm_benign_v2/6ac82463de9a_be.knars.netflixtoimdb/dynamic/llm/session_2,logs/bulk_llm_benign_v2/6ac82463de9a_be.knars.netflixtoimdb/dynamic/llm/session_2/be.knars.netflixtoimdb_frida.jsonl,logs/bulk_llm_benign_v2/6ac82463de9a_be.knars.netflixtoimdb/dynamic/llm/session_2/be.knars.netflixtoimdb_llm_actions.jsonl,0,0,no,success,weak:low_meaningful_events,identical,3
6ac82463de9a_llm_s3,be.knars.netflixtoimdb,other,volume,FLAILING_SUSPECT|ZERO_MEANINGFUL_FRIDA|EXPLORE_NON_NAVIGABLE,failed:explore_non_navigable,FAILED,0,1.0,0,Core flows from expected use largely touched; residual: General app (be.knars.netflixtoimdb),logs/bulk_llm_benign_v2/6ac82463de9a_be.knars.netflixtoimdb/dynamic/llm/session_3,logs/bulk_llm_benign_v2/6ac82463de9a_be.knars.netflixtoimdb/dynamic/llm/session_3/be.knars.netflixtoimdb_frida.jsonl,logs/bulk_llm_benign_v2/6ac82463de9a_be.knars.netflixtoimdb/dynamic/llm/session_3/be.knars.netflixtoimdb_llm_actions.jsonl,0,0,no,success,weak:low_meaningful_events,varied,3
b28678c5b4ce_llm_s1,be.lionslink.ucllstudent,other,volume,FLAILING_SUSPECT|EXPLORE_NON_NAVIGABLE,failed:explore_non_navigable,FAILED,0,1.0,39,Core flows from expected use largely touched; residual: Inferred unknown application behavior from APK metadata.,logs/bulk_llm_benign_v2/b28678c5b4ce_be.lionslink.ucllstudent/dynamic/llm/session_1,logs/bulk_llm_benign_v2/b28678c5b4ce_be.lionslink.ucllstudent/dynamic/llm/session_1/be.lionslink.ucllstudent_frida.jsonl,logs/bulk_llm_benign_v2/b28678c5b4ce_be.lionslink.ucllstudent/dynamic/llm/session_1/be.lionslink.ucllstudent_llm_actions.jsonl,0,0,no,success,good,identical,3
b28678c5b4ce_llm_s2,be.lionslink.ucllstudent,other,volume,FLAILING_SUSPECT|EXPLORE_NON_NAVIGABLE,failed:explore_non_navigable,FAILED,1,0.9412,70,login-gated or secondary flows beyond initial functional screen,logs/bulk_llm_benign_v2/b28678c5b4ce_be.lionslink.ucllstudent/dynamic/llm/session_2,logs/bulk_llm_benign_v2/b28678c5b4ce_be.lionslink.ucllstudent/dynamic/llm/session_2/be.lionslink.ucllstudent_frida.jsonl,logs/bulk_llm_benign_v2/b28678c5b4ce_be.lionslink.ucllstudent/dynamic/llm/session_2/be.lionslink.ucllstudent_llm_actions.jsonl,0,1,no,success,good,identical,3
